Segment_ID,Mode,Text,Word_Count
47,allo,sangs rgyas te / ji skad du / sdig pa mi dge'i chos las nga rgyal te / / de phyir nga ni nye 'gro,25
52,auto,rgyal ba yin / / zhes gsungs pa lta bu'o / / ye shes zhi,15
55,allo,ba zhes bya ba ni sangs rgyas kyi mkhyen pa la 'dod chags la sogs pa ma zhi ba mi srid pa'i phyir ro / / de yis 'di dag gso bar sngon gsungs na / / zhes bya ba ni ye shes de sems can rnams kyis rtogs par bya,51
58,auto,ba'i don du 'dod chags nas le lo'i bar gyi gnyen por ma chags pa nas brtson 'grus kyi,19
59,allo,bar la gdul bya rnams dgod par lung las gsungs pa'o / / gang la sngags dang rig pa'ang 'grub,20
60,auto,med pa / / zhes bya ba ni gsang sngags kyi sgo nas 'jug pa rnams bag med pa'i gnas nas bslangs te / dngos grub thob par 'gyur ba'i thabs bshad par gsol,34
65,allo,ba 'debs pa'i don to / / de dag rnams kyang ji ltar,13
66,auto,gsol bar bgyi / / zhes bya ba ni zhar la pha rol tu phyin pa'i sgo nas 'jug pa rnams kyang bag med pa'i gnas nas bslangs te / ma chags pa nas brtson 'grus kyi bar la dgod par gsol ba 'debs pa'i tha,46
67,allo,tshig go / / thugs rje dang ldan pas zhes bya,11
68,auto,ba la sogs pas ni / yang gsang sngags kyi las dang rang bzhin dang rgyu rnam par dag pa de ci'i phyir ma grub ces bzlas te zhus pa'o / / cho ga zhes bya ba ni 'jug pa,40
71,allo,la sogs pa dang gsang sngags dang phyag,8
72,auto,rgya'o / / nyams zhes bya ba ni de dag nyid las ma tshang ba'am 'khrul pa'o / / mthu ma mchis zhes bya ba ni kye gsang sngags de dag la 'grub par nus pa'i mthu yod dam zhes bya ba'i don,43
73,allo,to / / dus kyi rang bzhin,7
74,auto,zhes bya ba ni dbyar dgun dang snga dro la sogs pa'i dus dang ma sbyar ba'i nyes pa'am zhes bya ba'i tha tshig go / / sdig pas bsgribs zhes bya ba ni mtshams med pa la sogs pa mi dge ba'i las bsags pas mngon par mtho ba'i dpal dang dngos grub thob pa'i skal ba dang mi ldan par gyur tam zhes bya ba'i don to / / gsang sngags gzhan du gyur tam zhes bya ba ni yi ge lhag pa dang chad pas dbyings dang rnam par thar pa'i sgo ston pa'i sgra gzhan du gyur tam / zhes bya ba'i tha tshig go / / mchod las gyur zhes bya ba ni rigs kyi bye brag gis gzhan gyi mchod pa gzhan la phul bas 'os pa ma yin pa'am / / yang na ma lcogs pa'i nyes pa'am zhes bya ba'i don to / / thams cad ma lus bcom ldan 'das kyis gsungs / / zhes bya ba ni dpung bzangs kyis yongs su zhus pa rnams ma lus par bka' stsol cig ces mjug bsdus pa'o / / yud tsam zhes bya ba ni se gol thang cig skad cig ma drug cu rtsa bzhi la sogs te / dus kyi bye brag rab tu phra bar 'dren pa la ni mi bya'i / / 'phral gyi spyod pa'i skad cig yud tsam zhes bya ba la gdags so / / dgongs nas zhes bya ba ni ma 'ongs pa'i so so'i skye bo'i slob dpon rnams la gdams pa'i dbang du mdzad de zhus pa'i don ma 'khrul pa dang ldan pa dang 'khrul pa glan par bstan to / / rdo rje zhes bya ba ni bcom ldan 'das kyi ye shes kyi mtshan ma'o / / me stag ces bya ba ni,304
89,allo,'od zer ro / / 'phro zhes bya ba,9
90,auto,ni sems can gyi don rgyas par mdzad pa'i mtshan nyid do / / e ma'o zhes bya ba ni yab thugs dgyes shing dam pa'i tshig go / / zla ba'i 'od ltar lam me ba'i / / zhes bya ba ni thugs rje chen pos sems can thams cad la dbri bkol med par phan 'dogs pa'i dpe ste / ji skad du / 'od zer rab tu gsal ba yis / / gnam ni rgod pa ltar byed pa'i / / ston ka'i zla ba de dang ni / / 'jig rten rnams dang ci yis 'brel / / zhes 'byung ba dang 'dra bar / / snying rjes sems can phan phyir zhes bya ba'i don dang yang / dam pa ring na gnas gyur kyang / / ma 'dris gnyen du ma 'brel ba'i / / skye bo dga' pas rjes 'brangs pa / / de yi rgyu ni yon tan dpal / / zhes bshad do / / shin tu dri ma med pa'i sems / / zhes bya ba ni lhag,178
93,allo,par sems can rnams la bcos pa med par brtse zhes,11
94,auto,bya ba'i tha tshig go / / de yis zhes bya ba ni thugs rje lhag par che ba de'i phan yon gyis zhes bya ba'i,26
99,allo,don to / / bde gshegs sras nang zhes bya ba ni thugs las skyes pa'i byang chub sems dpa' sar chud pa rnams kyi nang ngo / / pha rol phyin par gyur zhes bya ba,37
100,auto,ni sangs rgyas kyi tshogs myur du rdzogs,8
101,allo,par 'gyur ro zhes bya ba'i,6
102,auto,tha tshig go / / thugs rje,7
103,allo,de ltar skyes pa tsam gyis mthar thug pa ma yin gyis kyang / / 'jig rten na sa bon shin tu bzang zhing skyon med pa la de'i,29
104,auto,'bras bu bzang po zhes 'dogs pa bzhin,8
105,allo,te nyes pa med do /,6
106,auto,/ rang gi bde ma chags zhes,7
107,allo,bya ba ni byang chub sems dpa' rnams bdag gi 'du shes dang bral bas bdag la phangs par sems pa yang med na yo byad thams cad la phangs par sems pa lta ga la yod de 'khor los sgyur ba'i rgyal srid la sogs pa yang rtswa dang 'dra bar 'dor ba'i phyir ro / / rang gi sdug bsngal rnams kyis mi,65
114,auto,brjed kyang / / zhes bya ba yang bdag tu 'dzin pa dang bral ba'i dbang gis 'chi ba la sogs pa'i sdug bsngal gyis mi 'jigs zhes bya,29
119,allo,ba'i don to / / gzhan,6
120,auto,gyi sdug bsngal rnams kyis sdug bsngal te / / zhes bya ba ni snying rje chen po sngon,19
121,allo,du 'gro ba'i lhag pa'i bsam pa,7
122,auto,ma nyams pa dang mi dma' bas sems can thams cad kyi dge ba'i rtsa ba bskyed pa'i phyir shin tu brtson par byed pa'i tha tshig go / / de dag bde bas dga' dang ldan par gyur / / zhes bya ba ni byams pa chen po dang ldan pa rnams kyi chos nyid do / / skye bo dam pas gzhan gyi bde,66
131,allo,bsgrubs sam / / sdug bsngal bzlog,7
132,auto,na de dang mtshungs par ni / / bde dang sdug bsngal rab tu myong bar 'gyur / / rang gi bde ba grub kyang de lta min / / zhes bshad do / / rtse gcig yid byos zhes bya ba ni byang chub sems dpa'i rgyud la ma zhi bar mi 'byung gis kyang ma,57
133,allo,'ongs pa'i skye bo chos nyan pa'i mi rnams la gdams pa'i dbang,13
134,auto,du mdzad de gsungs so / / de yi brtul zhugs zhes bya ba ni 'jug pa la sogs pa rnam pa bzhi'o / / de yis zhes,28
139,allo,bya ba ni sgrub pa po'i skyes bus so / / bde bar,13
140,auto,gshegs pa zhes bya ba ni sangs rgyas te / de ni bde bar gyur cing mtho ris kyi bde ba dang ldan pa la gnod pa mi mnga' ba'i don to / / dad pa skyes nas zhes bya ba ni de la,44
141,allo,dang ba dang 'dun pa bskyed par bya ba'i tha tshig go / / de bzhin du zhes bya ba ni dang ba dang,24
146,auto,'dun pa ltar ro / / byang chub sems kyang bskyed ces bya ba ni 'dir smos pa dang sbyar ro / / ser sna zhes,26
147,allo,bya ba ni 'dod chags kyi char gtogs pa'i sems kyis yo byad,13
148,auto,rnams kun du 'dzin pa'o / / dregs dang rgyags pa zhes bya ba ni rnam,16
149,allo,pa gsum ste / rigs dang stobs dang gzugs dang yid gzhungs pa dang blo dang longs spyod dang / dbang phyug la sogs pas so / / rnam spangs te zhes bya ba ni thams cad du bsal te'o / / dkon mchog gsum la dad pa brtan par bya / / zhes bya,55
154,auto,ba ni sangs rgyas la blta ba dang chos nyan pa dang / dge 'dun la rim gro bya ba'i don to / / rdo rje'i rigs zhes brjod pa rgya chen dang / / zhes bya ba ni 'dir rdo rje'i rigs kyi shas cher gsungs pa'i lha'i bye brag mang po rnams so / / nga la yang ni dad cing dga' bar bya / / zhes bya ba ni phyag na rdo rje la mos par bya ba'i don to / / tshig rtsub ces bya ba ni zher 'debs shing brlang ba'o / / phra ma zhes bya ba ni dbyen gyi tshig go / / 'khyal pa smra zhes bya ba ni tshig gi rnam par g.yengs pa'o / / gzhan gyi bud med bgrod ces bya ba ni rus dang bdag po dang chos kyis bsrungs pa rnams,144
169,allo,la gnyis kyi dbang po sprod pa'am,7
170,auto,/ yan lag ma yin par spyod pa don gnyer ba'o / / brdzun zhes bya ba ni slu ba'i tshig go / / rkun po zhes bya ba ni rku sems nye,33
175,allo,bar bzhag ste ma byin par,6
176,auto,len pa'o / / gzhan gyi srog gcod gnod byed ces bya ba ni / ched du bsams te lus kyis mtho btsams pa chen po byed pa'o / / chang dang byed pa ni rang bzhin gyis kha na ma tho ba ma yin,45
187,allo,gyis kyang nyes pa thams cad 'byung ba'i rtsa bar 'gyur ba'i phyir,13
188,auto,ro / / rtag tu spang bar zhes bya ba ni thams cad la sbyar ba'i don to / / rmongs pa gang gis zhes bya ba ni mi,29
193,allo,blun po 'ga'o / / bsod nams bsags,8
194,auto,byas kyang zhes bya ba ni / yongs su ma dag pa la sogs pa'i sbyin pa byas pa'o / / thams cad log par lta bas bcom pas na / / zhes bya ba ni rgyu dang 'bras bu dang byed pa la skur pa 'debs pa dang / / tshul khrims ngan pa'i lta ba dang ma bral ba'i phyir dge ba'i phyogs thams cad la rgyab kyis phyogs par,72
199,allo,gyur to / / de yi rnam smin mi 'dod 'bras,11
200,auto,bur 'gyur / / zhes bya ba ni yid du mi 'ong ba ste ngan song du lhung ba'i don to / / 'o na / bskal pa dag ni brgya ru yang / / las rnams chud zar mi 'gyur te / / zhes bshad pa dang sbyar na / log par lta ba'i sdig pas mi 'dod pa myong yang bsod nams byas pas 'dod pa'i 'bras bu ci'i phyir mi 'gyur zhe na / log par lta ba'i mes bsregs pas dge ba mi skye zhes bya ba'i tha tshig go / / dper brjod pa ni sa bon tshig pa'o / / 'dir ngag rtsub po dang srog gcod pa'i rgyu ni gnod sems yin la / ma byin par,124
221,allo,len pa'i rgyu ni brnab sems yin pa,8
222,auto,de gnyis gud du ma phye ste 'bras bu la bsdus so / / go rims 'khrugs pa ni tshigs su bcad pa sbyar ba la bde ba'i phyir ro / / log par lta ba rnam spangs la / / zhes bya ba la sogs pas ni rjes,49
225,allo,su bstan pa brjod pa'o /,6
226,auto,/ lha ni sa dang ri la gnas pa dang lha,11
227,allo,yul pa'o / / lha ma,6
228,auto,yin zhes bya ba ni skabs 'dir lha,8
229,allo,ma gtogs pa'i gdon thams cad la rig par bya'o / sha khrag,13
232,auto,za 'thung zhes bya ba ni de dag gi zas tha,11
233,allo,dad par smos pa'o / / mtshan mo rgyu ba zhes bstan pa,13
234,auto,ni mi ma yin pa'i gdon rnams de'i dus su spyod pa'i phyir ro / / gnod pa byed cing rgyu zhes bya ba ni mi rnams la gtse ba'i bsam pa kho nas bgegs byed par nges pa zhes bya ba'i,42
243,allo,tha tshig go / / bzlas brjod brtson pa'i sems ni g.yeng bar,13
244,auto,byed / / ces bya ba ni khyad par du bgegs byed par bstan to / /,17
245,allo,de dag rnams kyi gnyen por gyur pa'i phyir / / zhes bya ba la sogs pas ni bgegs byed pa'i rgyur bstan to / / gnod byed de dag ces bya ba,33
246,auto,ni bgegs rnams so / / bdag nyid ces bya ba ni sgrub pa po'i skyes bu'o / / 'byor bar bya,22
247,allo,phyir zhes bya ba ni dngos grub kyi dpal mngon du phyogs par bya ba'i tha tshig go,18
248,auto,/ / ngas gsungs pa'i zhes bya ba ni rdo rje'i rigs shas cher gsungs pa'i don to / / dkyil 'khor lha dang lha min gnas gyur pa / / dam tshig ji bzhin zhes bya ba ni dam tshig gi dkyil 'khor tshul bzhin du bris pa ste / / der mi ma yin pa thams cad kyis dam tshig phul bas rgya che bar khong du chud par bya'o / / bsod nams don du blta zhes bya ba ni der zhugs na bsod nams 'phel zhes bya ba'i tha tshig go / / sna tshogs pa'i gdon zhes bya ba ni gdon gyi rigs stong phrag brgyad cu rtsa bzhi dag tu 'phel ba'o / /,120
249,allo,rnam pa sna tshogs las byed pa'i / /,9
250,auto,dkyil 'khor zhes bya ba ni gdon de dag gzhom pa'i gnyen por / dkyil 'khor tha dad par bshad pa dag ste / de dag ni gdon gyi rigs re re'i las nyi tshe byed pas rgya chung bar bstan to / / gnod byed gzhom pa'i phyir zhes bya ba ni sa 'dzin te dngos su gdon thams cad 'joms par go bar bya'o / / gang yang rig pa mchog tu gsungs pa dang / / zhes bya ba ni rgyud der gdon sna tshogs kyi gnyen por dkyil 'khor gang dag gang bshad pa'o / / khro bo'i dkyil 'khor du yang 'jug par bya / / zhes bya ba ni de nyid la sogs pa brgyad,121
261,allo,kyi dkyil 'khor 'byung ba'o / / der ni zhes bya ba ni,13
262,auto,rig pa mchog gi rgyud chen por zhes bya ba'i don to,12
263,allo,/ / dam tshig sna tshogs ngas bshad pa / / zhes bya,13
264,auto,ba ni phyag na rdo rje dang dbang phyug chen po'i dam tshig,13
265,allo,bshad pa'i dkyil 'khor gyi rgyal po der thams cad kyi dam tshig 'dus zhes bya ba'i,17
270,auto,tha tshig go / / sdig pa bsal phyir,9
271,allo,rgyun du blta bar bya /,6
272,auto,/ zhes bya ba ni dkyil 'khor gyi rgyal po der zhugs na sdig pa thams cad 'byang zhes bya ba'i don to / / rdo rje'i rigs gtso zhes bya ba ni yum mA ma kI'o / / pho nya mo'i tshogs dang rig pa mang pos bstan pa'i lha mo zhes bya ba yang de nyid do / / thams cad kyis mchod cing bsnyen bkur bya ba'i gnas yin par bstan to / / zlos pa zhes bya ba ni yum gyi,85
279,allo,gsang sngags zlos pa'i rig sngags 'chad pa'o / / mthong nas zhes bya ba ni bgegs,17
280,auto,kyis mthong zhes bya ba'i don to / / bgegs rnams phung ba dang / rngam pa 'don cing shin tu skrag par 'gyur / / zhes bya ba ni yum gyi gsang sngags mthu rlabs che bar bstan pa'i tha tshig go / / ji lta ji ltar dkyil 'khor mthong ba dang / / zhes bya ba ni dam tshig gi dkyil 'khor du zhugs pa'o / / de lta de ltar rdo rje'i rigs bstan dang / / zhes bya ba ni dkyil 'khor du zhugs nas lhar mnos te gsang sngags rjes su dran pa'o / / rig pa'i tshogs la brten pa'i bsod nams kyis / / zhes bya ba ni rigs gzhan gyi rig sngags kyi tshogs la brten pa'i mthu yang de bzhin du che bar dgongs pa'o / / de yi lus la byin rlabs ma lus 'jug / ces bya ba ni dkyil 'khor du zhugs pa'i dus na mi'i spyod yul du ma gyur,164
303,allo,gyis kyang / ye shes kyi rang bzhin rdo,9
306,auto,rje la sogs pa'i phyag rgya rnams las gsang sngags kyi byin gyi rlabs kyis 'od zer byung ste / de dag sgrub pa po'i lus la 'jug / ces bya ba'i tha tshig go / mi tshugs rdo rje'i bdag nyid ces bya ba la sogs pas ni de'i phan yon bstan to / / nga yi dam tshig mthong ba'i bu dag gis / /,67
315,allo,zhes bya ba la sogs pas ni dkyil 'khor du zhugs,11
316,auto,pa'i phan yon gyi rnam grangs gzhan bstan pa'o / / rig sngags ma mthong ba ni lha'i rang bzhin mi shes pa'o / / dam tshig ma mthong zhes bya ba ni dam tshig,35
317,allo,gi dkyil 'khor du ma zhugs shing dam tshig mi srung ba'o /,13
318,auto,/ snying rje med ces bya ba ni rang bzhin rtsub pa'o / / byang chub kyi sems ma bskyed ces bya,22
323,allo,ba ni smon pa tsam yang med pa'o / / sangs rgyas la ma dad ces bya ba ni yid,20
328,auto,ma ches pas brnyas shing ma dad pa'i don to / / lha gzhan la brten zhes bya ba ni 'jig rten pa'i lha la brten cing mu stegs pa'i phyogs 'dzin pa'o / / nga yi gsang sngags bzlas na phung bar 'gyur / / zhes bya ba ni 'chi ba dang 'jig rten pha rol du yang ngan song du skye bar 'gyur ro / / bsam pa zhan cing zhes bya ba ni sems zhum pa'o / / nyams kyis mi lcogs pas zhes bya ba ni yo byad dang mi ldan zhes bya ba'i don to / / dkyil 'khor kun zhes bya ba ni gong du smos pa thams cad do,116
333,allo,/ / blta bar mi nus na'ang zhes bya ba ni yo byad ma 'byor te sems zhum nas,19
334,auto,/ dkyil 'khor 'bri zhing 'jug ma nus na yang / zhes bya ba'i don to /,17
335,allo,/ gcig tsam zhig kyang dad pas mthong gyur na / / zhes,13
336,auto,bya ba ni yo byad med pa'i sgrub pa po dbul pos,12
337,allo,kyang dkyil 'khor de dag rnams las nyams kyis gang lcogs pa gcig,13
340,auto,ni nges par 'dri dgos par gsungs te / don de nyid rab tu grub par byed pa'i rgyud chen,20
343,allo,po las kyang ji skad du / yo byad chung ngu,11
344,auto,dag gis kyang / / bzlas brjod byed pas dkyil 'khor bri / / zhes gsungs pa'i phyir ro / / gnod sbyin,23
345,allo,gyi tshogs zhes bya ba ni sa dang ri dang ri rab,12
346,auto,kyi ngos la gnas pa'o / / mtshan mo rgyu ba zhes bya ba ni mi ma yin pa thams cad do / / sa bla'i gdon zhes bya ba ni bar snang ba las khru gang gis spags pa yan chad na gnod sbyin gyi grong gnas pa rnams so / / klu'i bdag po zhes bya ba ni klu'i rgyal,62
349,allo,po'o / / lha zhes bya,6
350,auto,ba ni sa dang ri la gnas pa dang lha yul pa'o,12
351,allo,/ / sogs pa zhes bya bas ni 'dir ma smos pa'i gdon,13
352,auto,thams cad bsdus par rig par bya'o / / bgegs zhes bya ba ni rnam par 'jigs pa la sogs,20
353,allo,pa'o / / log 'dren zhes bya ba ni / de dag nyid gnod par byed pa'i khyad par gyis ming gzhan no / /,25
360,auto,brtul zhugs gnas pa zhes bya ba ni rig sngags 'chang 'jug pa la sogs pa'i dus su tshul khrims rnam pa gsum po dag la gnas pa'o / / glags mi lta zhes bya ba ni tshul khrims de dag la gnas pa'i phan yon gyis gong du smos pa'i gdon thams cad 'dzem nas rgol mi phod par bstan to / / tshul khrims la brten nas zhes bya ba ni tshul khrims ni,76
373,allo,dge ba'i phyogs thams cad kyi rten yin,8
374,auto,par brjod pa'o / / chos dkar po zhes bya ba ni mos pa spyod pa'i sa la snang ba thob pa'i dus su dngos por rnam par byang ba'i phyogs skyes pa gang yin pa'o / / snying rje'i chus brlan pas ni rnam par skye / / zhes bya ba ni 'dir snying,55
379,allo,rje'i rtsa ba'i rlan gyis tshul khrims kyis gzhi la brten pa'i byang,13
380,auto,chub kyi sems kyi myu gu bskyed ces bya bar sbyar ro / / rgyal ba ngas gsungs zhes bya,20
381,allo,ba ni sangs rgyas kyis shin,6
382,auto,tu legs par phye ste bstan zhes,7
383,allo,bya ba'i don to / / so,7
384,auto,sor thar pa'i bslab pa zhes bya bas ni mya ngan las 'das pa'i grong khyer du phyin par byed ces bya ba'i tha tshig go / / tshul khrims,30
387,allo,rnam par dag pa zhes bya ba,7
388,auto,ni zag pa med pa'i rgyu yin pa'i phyir,9
389,allo,ro / / 'dul ba zhes bya ba ni gdul bya rnams srab kyis kha lo sgyur ba dang 'dra ba'i don to / / ma lus zhes bya ba ni rab,32
392,auto,tu byung ba la bslab ba'i gzhi thams cad do / / sngags pa khyim pa rnams la ni gzhan te / rtags zhes bya ba skra dang kha spu breg pa dang / ngur smrig gi snam sbyar bcang ba la sogs pa dang / cho ga spang zhes bya,51
393,allo,ba yang lhung bzed bdug pa la sogs pa bya mi dgos pa bstan to / / lhag ma rnams ni nyams su blang bar bya / / zhes bya ba,31
398,auto,ni bslab pa'i gzhi bsnyen gnas dang rig sngags kyi brtul zhugs la gnas pas smad 'tshong dang gdol pa dang shan pa dang rgyal po'i pho brang du mi 'gro ba'i spyod yul phun sum tshogs pa la ni rab tu byung ba bzhin du bslab par bya ba'i don to / / de ltar sdig pa'i chos las rnam grol nas / / zhes bya ba ni sdom pa la gnas pa'i phyir ro / / legs par gsungs pa'i phyir chos zhes bya ba ni gzhan phyi rol pa dang mi 'dra bar bcom ldan 'das kyis legs par bstan zhing go bar byas te rig pa dang ldan zhes bya ba'i tha tshig go / / dag cing zhes bya ba ni nyon mongs pa dang ma 'dres pa'i don to / / grol ba zhes bya ba ni khams gsum gyi 'ching ba gcod pa'i tha tshig go / / zlos pas skyo na mdo sde bklag par bya / / zhes bya ba ni bzlas brjod btang ba'i dus na yang shes rab kyi pha rol tu phyin pa la sogs pa gdon par bstan pa'i don to / / gtsang zhing zhes bya ba ni sa gzhi la sogs pa skyon med pa'o / / dben pa'i sa phyogs zhes bya ba ni rtog lam du ma bab pa'o / / 'jim pa'am ni bye ma zhes bya ba ni yul rnams kyis gang mod pa las bya ba'i don to / / las byas pa'i bde gshegs mchod rten zhes bya ba,260
417,allo,ni mchod rten gyi cha dbye ba,7
418,auto,las bde bar gshegs pa'i che ba'i yon tan de la / rdzogs par gzhag pas mchod pa'i 'os yin par bstan to / / rten 'brel snying po can zhes bya ba ni rnam par snang mdzad mngon par rdzogs par byang chub pa'i rgyud chen po las / ji,51
423,allo,skad du / chos gang rgyus byung de dag gi / / rgyu dang de 'gag gang yin pa / de bzhin gshegs pas bka' stsal te / / de skad gsungs pa dge sbyong che / /,38
434,auto,zhes gsungs pa 'di dang ldan,6
435,allo,par bstan to / / sdig,6
436,auto,pa sbyang ba'i phyir ni rtag tu gdab / / ces bya ba ni kun nas sgor 'jug pa'i,19
437,allo,'od zer gtsug tor dri ma med par snang ba'i gzungs las / ji skad du / gang+gA'i klung gi bye,21
444,auto,ma snyed de bzhin gshegs pa rnams la,8
445,allo,dge ba'i rtsa ba bskyed par 'gyur ro,8
446,auto,zhes bya ba la sogs pa'i yon tan mang por 'gyur ba'i phyir ro / / ring bsrel can gyis zhes bya ba ni byang chub kyi snying po'i rgyan gyi gzungs kyi cho ga zhib mo las / chos kyi sku'i ring bsrel dang / de bzhin gshegs pa'i sku gdung gi ring,54
455,allo,bsrel dang / sku bal gyi ring bsrel dang / chos kyi,12
456,auto,ring bsrel dang / yungs 'bru tsam gyi ring bsrel zhes gsungs te / / 'di rnams gang dang ldan na yang ring bsrel can du go bar bya'o / / sku gzugs zhes bya ba'i mtshan nyid ni 'og mas 'chad do / / mchod rten zhes bya ba ni rig pa mchog gi rgyud chen po las bya gag gi sgo nga 'dra bar 'dug na dngos grub sbyin par 'gyur ro zhes gsungs te / de dang sbyar ro / / bstod cing zhes bya ba la sogs pas ni lus dang ngag dang yid kyi mchod pa dang mthun mthun du sbyar ba'i don to / / rab tu grub par byed ba'i rgyud chen po las / yid kyi mchod pa lhag par nan tan du bya dgos par gsungs te / ji skad du / yid kyi mchod pa khyad par can / / yang dag nyid du brtsam par bya / / chos kyi thog,162
467,allo,mar yid 'gro zhes / / thub pa chen pos bka' stsal to / / zhes gsungs pa'i phyir ro / / nam yang 'khor lo gcig pa'i shing rta ni /,32
474,auto,/ rta dang ldan yang zhes bya ba la sogs pas ni sgrub pa pos gang du smos pa'i tshul las mi 'gal bar 'bad kyis kyang / sgrub pa'i grogs mchog med na dngos grub mi thob par bstan te / tshig gi don gzhan ni go bar zad do / / rtsod pa'i dus zhes smos pas ni 'di ltar ting nge 'dzin brtan pa'i dus dang,69
479,allo,/ ting nge 'dzin dge ba'i rtsa ba la brten pa'i dus dang,13
480,auto,/ thos pa 'dzin pa'i dus na yang khams gsum las sgrol ba'i rgyu nges par gnas kyi / dus lnga brgya'i tha ma la dge ba'i rtsa ba mthu chung ba'i tshe dngos grub kyi mthu la brten nas thar pa'i lam la,44
483,allo,'jug par bstan pa'i don du,6
484,auto,rtsod pa'i dus su dngos grub sgrub pa gtsor gsungs,10
485,allo,zhes bya ba'i tha tshig go /,7
486,auto,/ le'u dang po'i don bshad zin to // // rang sangs rgyas zhes bya,15
487,allo,ba ni rang byang chub ste de dag bzhugs,9
488,auto,pa'i gnas ni bA rA Na sI'i drang srong lhung ba'i ri la sogs pa'o / / bde gshegs nyid skyes zhes bya ba ni byang chub sems dpa' rnams te de dag,33
489,allo,gi gnas nges pa ni ri bo rtse lnga la sogs pa'o,12
492,auto,/ / rgyal ba sngon chad gang na bzhugs pa yi / / gnas gang zhes bya ba ni bya rgod phung po'i ri la sogs pa'o / / bsod nam ldan zhing zhes bya ba ni 'phags pa bsod nams dang ldan pas zhabs kyis bcags pa'o / / yid dga' ba zhes bya ba ni sgrub pa po gnas der mos pa'o / / lha dang,68
495,allo,lha min sogs pas phyag 'tshal mchod / / ces bya ba ni sngon 'phags pa rnams bzhugs pa'i tshe / / de dag gis phyag byas shing mchod pa'am / / yang na sngon zhabs,36
496,auto,kyis bcags pas de yang sa phyogs mchod pa'i,9
