Segment_ID,Mode,Text,Word_Count
40,auto,bsal ba'i don to / / 'bras bu zhes bya ba dang grub pa zhes bya ba ni rnam grangs te / nam mkha' la 'gro ba la sogs pa'o / / sgrub pa nyon mongs kho na ci rung lags / / zhes bya ba ni ngal ba'i 'bras bu med pa ni,54
41,allo,smad,1
42,auto,pa'o,1
43,allo,zhes,1
44,auto,bya ba'i tha tshig go / / rgyal ba zhes bya ba ni sdig pa,15
45,allo,mi dge,2
46,auto,ba'i chos las rgyal ba'i phyir,6
47,allo,sangs rgyas te / ji skad du / sdig pa mi dge'i chos,13
48,auto,las nga rgyal te,4
49,allo,/ /,2
50,auto,de phyir nga ni nye,5
51,allo,'gro,1
52,auto,rgyal ba yin / / zhes gsungs,7
53,allo,pa lta bu'o /,4
54,auto,/ ye shes zhi,4
55,allo,ba zhes bya ba ni sangs rgyas kyi mkhyen pa la 'dod chags la sogs pa ma zhi ba mi srid pa'i phyir ro / / de yis 'di dag gso bar sngon gsungs na / / zhes bya ba,40
56,auto,ni ye shes de sems,5
57,allo,can rnams kyis rtogs par bya,6
58,auto,ba'i don du 'dod chags nas le lo'i bar gyi gnyen por ma chags pa nas brtson 'grus kyi,19
59,allo,bar la gdul bya rnams dgod par lung las gsungs pa'o / / gang la sngags dang rig pa'ang 'grub,20
60,auto,med pa / / zhes bya ba,7
61,allo,ni gsang,2
62,auto,sngags,1
63,allo,kyi,1
64,auto,sgo nas 'jug pa rnams bag med pa'i gnas nas bslangs te / dngos grub thob par 'gyur ba'i thabs bshad par gsol,23
65,allo,ba 'debs pa'i don to / / de dag rnams kyang ji ltar,13
66,auto,gsol bar bgyi / / zhes bya ba ni zhar la pha rol tu phyin pa'i sgo nas 'jug pa rnams kyang bag med pa'i gnas nas bslangs te / ma chags pa nas brtson 'grus kyi bar la dgod par gsol ba 'debs pa'i tha,46
67,allo,tshig go / / thugs rje dang ldan pas zhes bya,11
68,auto,ba la sogs pas ni / yang gsang sngags kyi las dang rang bzhin dang rgyu rnam par dag pa de ci'i phyir ma grub ces bzlas te zhus pa'o / / cho ga zhes bya ba,37
69,allo,ni 'jug,2
70,auto,pa,1
71,allo,la sogs pa dang gsang sngags dang phyag,8
72,auto,rgya'o / / nyams zhes bya ba ni de dag nyid las ma tshang ba'am 'khrul pa'o / / mthu ma mchis zhes bya ba ni kye gsang sngags de dag la 'grub par nus pa'i mthu yod dam zhes bya ba'i don,43
73,allo,to / / dus kyi rang bzhin,7
74,auto,zhes bya ba ni dbyar dgun dang snga dro la sogs pa'i dus dang ma sbyar ba'i nyes pa'am zhes bya ba'i tha tshig go / / sdig pas bsgribs zhes bya ba ni mtshams med pa la sogs pa mi dge ba'i las bsags pas mngon par mtho ba'i dpal dang dngos grub thob pa'i skal ba dang mi ldan par gyur tam zhes bya ba'i,67
75,allo,don to / / gsang,5
76,auto,sngags gzhan du gyur tam zhes bya ba ni yi ge lhag pa dang chad pas dbyings dang rnam par thar pa'i,22
77,allo,sgo,1
78,auto,ston,1
79,allo,pa'i sgra gzhan du,4
80,auto,gyur tam / zhes bya ba'i tha tshig go / / mchod las gyur zhes bya ba ni rigs kyi bye brag gis gzhan gyi,25
81,allo,mchod pa gzhan la phul,5
82,auto,bas 'os pa ma yin pa'am / / yang na ma lcogs pa'i nyes pa'am zhes bya ba'i don to / / thams cad ma lus bcom ldan 'das kyis gsungs / / zhes bya ba ni dpung bzangs,39
83,allo,kyis yongs,2
84,auto,su zhus,2
85,allo,pa rnams ma,3
86,auto,lus par bka' stsol cig ces mjug bsdus pa'o / / yud tsam zhes bya ba ni se gol thang cig skad cig ma drug cu rtsa bzhi la sogs te / dus kyi bye brag rab tu phra bar 'dren pa la ni mi bya'i / / 'phral gyi spyod pa'i skad cig yud tsam zhes bya ba la gdags so / / dgongs nas zhes bya ba ni ma 'ongs pa'i so so'i skye bo'i slob dpon rnams la gdams pa'i dbang du mdzad de zhus pa'i don ma 'khrul pa dang ldan pa dang 'khrul pa glan par bstan to / / rdo rje zhes bya ba ni bcom ldan 'das kyi ye shes kyi mtshan ma'o / / me stag ces bya,126
87,allo,ba,1
88,auto,ni,1
89,allo,'od zer ro / / 'phro zhes bya ba,9
90,auto,ni sems can gyi don rgyas par mdzad pa'i mtshan nyid do / / e ma'o zhes bya ba ni yab thugs dgyes shing dam pa'i tshig go / / zla ba'i 'od ltar lam me ba'i / / zhes bya ba ni thugs rje chen pos sems can thams cad la dbri bkol med par phan 'dogs pa'i dpe ste / ji skad du / 'od zer rab tu gsal ba yis / / gnam ni rgod pa ltar byed pa'i / / ston ka'i zla ba de dang ni / / 'jig rten rnams dang ci yis 'brel / / zhes 'byung ba dang 'dra bar / / snying rjes sems can phan phyir zhes bya ba'i don dang yang / dam pa ring na gnas gyur kyang / / ma 'dris gnyen du ma 'brel ba'i / / skye bo dga' pas,145
91,allo,rjes,1
92,auto,'brangs pa / / de yi rgyu ni yon tan dpal / / zhes bshad do / / shin tu dri ma med pa'i sems / / zhes bya ba ni lhag,32
93,allo,par sems can rnams la bcos pa med par brtse zhes,11
94,auto,bya ba'i tha tshig go / / de,8
95,allo,yis,1
96,auto,zhes bya ba ni thugs rje lhag par che ba de'i phan yon gyis,14
97,allo,zhes,1
98,auto,bya ba'i,2
99,allo,don to / / bde gshegs sras nang zhes bya ba ni thugs las skyes pa'i byang chub sems dpa' sar chud pa rnams kyi nang ngo / / pha rol phyin par gyur zhes bya ba,37
100,auto,ni sangs rgyas kyi tshogs myur du rdzogs,8
101,allo,par 'gyur ro zhes bya ba'i,6
102,auto,tha tshig go / / thugs rje,7
103,allo,de ltar skyes pa tsam gyis mthar thug pa ma yin gyis kyang / / 'jig rten na sa bon shin tu bzang zhing skyon med pa la de'i,29
104,auto,'bras bu bzang po zhes 'dogs pa bzhin,8
105,allo,te nyes pa med do /,6
106,auto,/ rang gi bde ma chags zhes,7
107,allo,bya ba ni byang chub sems dpa' rnams bdag gi 'du shes dang bral bas bdag la phangs par sems pa yang med na yo byad thams cad la phangs par sems pa lta ga la,36
108,auto,yod de 'khor,3
109,allo,los sgyur ba'i rgyal srid la sogs pa yang rtswa dang,11
110,auto,'dra bar 'dor ba'i,4
111,allo,phyir ro / / rang gi sdug,7
112,auto,bsngal rnams,2
113,allo,kyis mi,2
114,auto,brjed kyang / / zhes bya,6
115,allo,ba,1
116,auto,yang,1
117,allo,bdag tu,2
118,auto,'dzin pa dang bral ba'i dbang gis 'chi ba la sogs pa'i sdug bsngal gyis mi 'jigs zhes bya,19
119,allo,ba'i don to / / gzhan,6
120,auto,gyi sdug bsngal rnams kyis sdug bsngal te / / zhes bya ba ni snying rje chen po sngon,19
121,allo,du 'gro ba'i lhag pa'i bsam pa,7
122,auto,ma nyams pa dang mi dma' bas sems can thams cad kyi dge ba'i rtsa ba bskyed pa'i phyir shin tu brtson par byed,24
123,allo,pa'i,1
124,auto,tha tshig go / / de dag bde bas dga' dang ldan par gyur,14
125,allo,/,1
126,auto,/ zhes,2
127,allo,bya ba ni,3
128,auto,byams pa chen po dang ldan pa,7
129,allo,rnams,1
130,auto,kyi chos nyid do / / skye bo dam pas gzhan gyi bde,13
131,allo,bsgrubs sam / / sdug bsngal bzlog,7
132,auto,na de dang mtshungs par ni / / bde dang sdug bsngal rab tu myong bar 'gyur / / rang gi bde ba grub kyang de lta min / / zhes bshad do / / rtse gcig yid byos zhes bya ba ni byang chub sems dpa'i rgyud la ma zhi bar mi 'byung gis kyang ma,57
133,allo,'ongs pa'i skye bo chos nyan pa'i mi rnams la gdams pa'i dbang,13
134,auto,du mdzad de gsungs so / / de yi brtul zhugs zhes bya ba ni 'jug pa la,18
135,allo,sogs pa,2
136,auto,rnam,1
137,allo,pa bzhi'o,2
138,auto,/ / de yis zhes,5
139,allo,bya ba ni sgrub pa po'i skyes bus so / / bde bar,13
140,auto,gshegs pa zhes bya ba ni sangs rgyas te / de ni bde bar gyur cing mtho ris kyi bde ba dang ldan pa la gnod pa mi mnga' ba'i don to / / dad pa skyes nas zhes bya ba ni de la,44
141,allo,dang ba dang 'dun pa bskyed par bya ba'i tha tshig go /,13
142,auto,/ de bzhin du,4
143,allo,zhes bya,2
144,auto,ba,1
145,allo,ni dang ba dang,4
146,auto,'dun pa ltar ro / / byang chub sems kyang bskyed ces bya ba ni 'dir smos pa dang sbyar ro / / ser sna zhes,26
147,allo,bya ba ni 'dod chags kyi char gtogs pa'i sems kyis yo byad,13
148,auto,rnams kun du 'dzin pa'o / / dregs dang rgyags pa zhes bya ba ni rnam,16
149,allo,pa gsum ste / rigs dang stobs dang gzugs dang yid gzhungs pa dang blo dang longs spyod dang / dbang phyug la sogs pas so / / rnam spangs te zhes bya ba ni thams cad du bsal te'o / / dkon mchog gsum la,46
150,auto,dad pa brtan par,4
151,allo,bya,1
152,auto,/,1
153,allo,/ zhes bya,3
154,auto,ba ni sangs rgyas la blta ba dang chos nyan pa dang / dge 'dun la rim gro bya ba'i don to / / rdo rje'i rigs zhes brjod pa rgya chen dang / / zhes bya ba,38
155,allo,ni 'dir,2
156,auto,rdo rje'i rigs kyi shas cher gsungs pa'i lha'i bye brag mang po rnams so /,16
157,allo,/ nga,2
158,auto,la yang ni dad cing dga' bar bya / /,10
159,allo,zhes,1
160,auto,bya,1
161,allo,ba ni,2
162,auto,phyag,1
163,allo,na,1
164,auto,rdo rje la mos par bya ba'i don to / / tshig rtsub ces bya ba ni zher 'debs shing brlang ba'o / / phra ma zhes bya ba ni,30
165,allo,dbyen,1
166,auto,gyi tshig go / / 'khyal pa smra zhes bya ba ni tshig gi rnam par g.yengs pa'o / / gzhan gyi bud med bgrod,25
167,allo,ces bya,2
168,auto,ba ni rus dang bdag po dang chos kyis bsrungs pa rnams,12
169,allo,la gnyis kyi dbang po sprod pa'am,7
170,auto,/ yan lag ma yin par spyod pa don gnyer,10
171,allo,ba'o,1
172,auto,/,1
173,allo,/,1
174,auto,brdzun zhes bya ba ni slu ba'i tshig go / / rkun po zhes bya ba ni rku sems nye,20
175,allo,bar bzhag ste ma byin par,6
176,auto,len pa'o / / gzhan gyi srog gcod gnod byed ces,11
177,allo,bya,1
178,auto,ba ni / ched,4
179,allo,du,1
180,auto,bsams te lus kyis mtho btsams pa chen,8
181,allo,po,1
182,auto,byed pa'o,2
183,allo,/ /,2
184,auto,chang,1
185,allo,dang byed pa ni rang,5
186,auto,bzhin gyis kha na ma tho ba ma yin,9
187,allo,gyis kyang nyes pa thams cad 'byung ba'i rtsa bar 'gyur ba'i phyir,13
188,auto,ro / / rtag tu spang bar zhes bya ba ni thams cad la sbyar,15
189,allo,ba'i,1
190,auto,don to / / rmongs pa gang gis,8
191,allo,zhes bya ba ni,4
192,auto,mi,1
193,allo,blun po 'ga'o / / bsod nams bsags,8
194,auto,byas kyang zhes bya ba ni / yongs su ma dag pa la sogs pa'i sbyin pa byas pa'o / / thams cad log par lta bas bcom pas na / / zhes bya ba ni rgyu dang 'bras bu dang byed pa la skur pa 'debs pa,48
195,allo,dang /,2
196,auto,/ tshul khrims ngan pa'i lta ba dang ma bral ba'i phyir dge ba'i phyogs thams cad la rgyab kyis,20
197,allo,phyogs,1
198,auto,par,1
199,allo,gyur to / / de yi rnam smin mi 'dod 'bras,11
200,auto,bur 'gyur / / zhes bya ba ni yid du mi 'ong ba ste ngan,15
201,allo,song,1
202,auto,du lhung ba'i don to / / 'o na / bskal pa,12
203,allo,dag ni,2
204,auto,brgya,1
205,allo,ru,1
206,auto,yang / / las rnams chud zar mi,8
207,allo,'gyur te,2
208,auto,/,1
209,allo,/,1
210,auto,zhes bshad pa dang sbyar na / log par lta ba'i,11
211,allo,sdig pas mi 'dod,4
212,auto,pa,1
213,allo,myong,1
214,auto,yang bsod nams byas pas 'dod pa'i 'bras bu ci'i phyir mi 'gyur zhe na / log par lta ba'i mes bsregs pas dge ba mi skye zhes bya ba'i tha tshig go,33
215,allo,/ /,2
216,auto,dper brjod pa ni sa bon tshig pa'o /,9
217,allo,/ 'dir,2
218,auto,ngag rtsub po dang srog gcod pa'i rgyu ni gnod sems yin la,13
219,allo,/,1
220,auto,ma byin par,3
221,allo,len pa'i rgyu ni brnab sems yin pa,8
222,auto,de gnyis gud du ma phye ste 'bras bu la bsdus so / / go rims 'khrugs pa,18
223,allo,ni tshigs su,3
224,auto,bcad pa sbyar ba la bde ba'i phyir ro / / log par lta ba rnam spangs la / / zhes bya ba la sogs pas ni rjes,28
225,allo,su bstan pa brjod pa'o /,6
226,auto,/ lha ni sa dang ri la gnas pa dang lha,11
227,allo,yul pa'o / / lha ma,6
228,auto,yin zhes bya ba ni skabs 'dir lha,8
229,allo,ma gtogs pa'i gdon thams cad la,7
230,auto,rig par bya'o / sha,5
231,allo,khrag,1
232,auto,za 'thung zhes bya ba ni de dag gi zas tha,11
233,allo,dad par smos pa'o / / mtshan mo rgyu ba zhes bstan pa,13
234,auto,ni mi ma yin pa'i gdon rnams de'i dus su spyod pa'i phyir ro / / gnod,17
235,allo,pa,1
236,auto,byed cing,2
237,allo,rgyu,1
238,auto,zhes bya ba ni mi rnams la gtse ba'i,9
239,allo,bsam pa kho,3
240,auto,nas bgegs byed par nges,5
241,allo,pa,1
242,auto,zhes bya ba'i,3
243,allo,tha tshig go / / bzlas brjod brtson pa'i sems ni g.yeng bar,13
244,auto,byed / / ces bya ba ni khyad par du bgegs byed par bstan to / /,17
245,allo,de dag rnams kyi gnyen por gyur pa'i phyir / / zhes bya ba la sogs pas ni bgegs byed pa'i rgyur bstan to / / gnod byed de dag ces bya ba,33
246,auto,ni bgegs rnams so / / bdag nyid ces bya ba ni sgrub pa po'i skyes bu'o / / 'byor bar bya,22
247,allo,phyir zhes bya ba ni dngos grub kyi dpal mngon du phyogs par bya ba'i tha tshig go,18
248,auto,/ / ngas gsungs pa'i zhes bya ba ni rdo rje'i rigs shas cher gsungs pa'i don to / / dkyil 'khor lha dang lha min gnas gyur pa / / dam tshig ji bzhin zhes bya ba ni dam tshig gi dkyil 'khor tshul bzhin du bris pa ste / / der mi ma yin pa thams cad kyis dam tshig phul bas rgya che bar khong du chud par bya'o / / bsod nams don du blta zhes bya ba ni der zhugs na bsod nams 'phel zhes bya ba'i tha tshig go / / sna tshogs pa'i gdon zhes bya ba ni gdon gyi rigs stong phrag brgyad cu rtsa bzhi dag tu 'phel ba'o / /,120
249,allo,rnam pa sna tshogs las byed pa'i / /,9
250,auto,dkyil 'khor zhes bya ba ni gdon de dag gzhom pa'i gnyen por / dkyil 'khor tha dad par bshad pa dag ste / de dag ni,27
251,allo,gdon,1
252,auto,gyi,1
253,allo,rigs re re'i,3
254,auto,las nyi tshe byed pas rgya chung bar bstan to / / gnod byed gzhom pa'i phyir zhes bya ba,20
255,allo,ni,1
256,auto,sa 'dzin te dngos su gdon thams cad 'joms par go bar bya'o / / gang yang rig pa mchog tu gsungs pa dang / / zhes bya ba ni rgyud der gdon sna tshogs kyi gnyen,37
257,allo,por,1
258,auto,dkyil 'khor,2
259,allo,gang dag,2
260,auto,gang bshad pa'o / / khro bo'i dkyil 'khor du yang 'jug par bya / / zhes bya ba ni de nyid la sogs pa brgyad,26
261,allo,kyi dkyil 'khor 'byung ba'o / / der ni zhes bya ba ni,13
262,auto,rig pa mchog gi rgyud chen por zhes bya ba'i don to,12
263,allo,/ / dam tshig sna tshogs ngas bshad pa / / zhes bya,13
264,auto,ba ni phyag na rdo rje dang dbang phyug chen po'i dam tshig,13
265,allo,bshad pa'i dkyil 'khor gyi rgyal,6
266,auto,po der thams cad,4
267,allo,kyi,1
268,auto,dam tshig,2
269,allo,'dus zhes bya ba'i,4
270,auto,tha tshig go / / sdig pa bsal phyir,9
271,allo,rgyun du blta bar bya /,6
272,auto,/ zhes bya ba ni dkyil 'khor gyi rgyal po der zhugs na sdig pa thams cad,17
273,allo,'byang zhes bya ba'i don,5
274,auto,to / / rdo rje'i rigs gtso zhes bya ba ni yum mA ma kI'o / / pho nya mo'i tshogs dang rig pa mang pos bstan pa'i lha mo zhes bya ba yang de nyid do / / thams cad kyis mchod cing bsnyen,45
275,allo,bkur,1
276,auto,bya,1
277,allo,ba'i gnas yin,3
278,auto,par bstan to / / zlos pa zhes bya ba ni yum gyi,13
279,allo,gsang sngags zlos pa'i rig sngags 'chad pa'o / / mthong nas zhes bya ba ni bgegs,17
280,auto,kyis mthong zhes bya ba'i don to / / bgegs rnams phung ba dang / rngam pa 'don cing shin tu skrag par 'gyur / / zhes bya ba ni yum gyi gsang sngags mthu rlabs che,37
281,allo,bar,1
282,auto,bstan,1
283,allo,pa'i tha tshig go /,5
284,auto,/ ji lta ji ltar dkyil 'khor,7
285,allo,mthong ba,2
286,auto,dang / / zhes bya ba ni,7
287,allo,dam tshig,2
288,auto,gi,1
289,allo,dkyil 'khor,2
290,auto,du zhugs pa'o / / de lta de ltar rdo rje'i rigs bstan dang / / zhes bya ba ni,20
291,allo,dkyil,1
292,auto,'khor du zhugs nas,4
293,allo,lhar,1
294,auto,mnos te gsang sngags rjes su dran pa'o / / rig pa'i tshogs la brten pa'i bsod nams kyis / / zhes bya ba ni rigs gzhan gyi rig sngags kyi tshogs la brten pa'i mthu yang de bzhin du che bar dgongs pa'o / / de,47
295,allo,yi lus,2
296,auto,la,1
297,allo,byin,1
298,auto,rlabs ma lus 'jug / ces bya ba ni dkyil 'khor du zhugs pa'i dus na mi'i spyod,18
299,allo,yul,1
300,auto,du,1
301,allo,ma,1
302,auto,gyur,1
303,allo,gyis kyang / ye shes kyi,6
304,auto,rang,1
305,allo,bzhin rdo,2
306,auto,rje la sogs pa'i phyag rgya rnams las gsang sngags kyi byin gyi rlabs kyis 'od zer byung ste,19
307,allo,/,1
308,auto,de dag,2
309,allo,sgrub,1
310,auto,pa po'i lus la 'jug / ces,7
311,allo,bya ba'i,2
312,auto,tha tshig go / mi tshugs rdo rje'i bdag nyid ces bya ba la sogs pas ni de'i,18
313,allo,phan,1
314,auto,yon bstan to / / nga yi dam tshig mthong ba'i bu dag gis / /,16
315,allo,zhes bya ba la sogs pas ni dkyil 'khor du zhugs,11
316,auto,pa'i phan yon gyi rnam grangs gzhan bstan pa'o / / rig sngags ma mthong ba ni lha'i rang bzhin mi shes pa'o / / dam tshig ma mthong zhes bya ba ni dam tshig,35
317,allo,gi dkyil 'khor du ma zhugs shing dam tshig mi srung ba'o /,13
318,auto,/ snying rje med ces bya ba ni rang bzhin rtsub,11
319,allo,pa'o / /,3
320,auto,byang,1
321,allo,chub kyi,2
322,auto,sems ma bskyed ces bya,5
323,allo,ba ni smon pa tsam yang,6
324,auto,med pa'o / /,4
325,allo,sangs,1
326,auto,rgyas la,2
327,allo,ma dad ces bya ba ni yid,7
328,auto,ma ches pas brnyas shing ma dad,7
329,allo,pa'i,1
330,auto,don to / / lha gzhan la brten zhes bya ba ni 'jig rten pa'i lha la brten cing mu stegs pa'i phyogs 'dzin pa'o / / nga yi gsang sngags bzlas na phung bar 'gyur / / zhes bya ba ni 'chi ba dang 'jig rten pha rol du yang ngan song du skye bar 'gyur ro / / bsam pa zhan cing zhes bya ba ni sems zhum pa'o / / nyams kyis mi lcogs pas zhes bya ba ni yo byad dang mi ldan zhes bya ba'i don to,92
331,allo,/ / dkyil,3
332,auto,'khor kun zhes bya ba ni gong du smos pa thams cad do,13
333,allo,/ / blta bar mi nus na'ang zhes bya ba ni yo byad ma 'byor te sems zhum nas,19
334,auto,/ dkyil 'khor 'bri zhing 'jug ma nus na yang / zhes bya ba'i don to /,17
335,allo,/ gcig tsam zhig kyang dad pas mthong gyur na / / zhes,13
336,auto,bya ba ni yo byad med pa'i sgrub pa po dbul pos,12
337,allo,kyang dkyil 'khor de dag rnams,6
338,auto,las,1
339,allo,nyams kyis gang lcogs pa gcig,6
340,auto,ni nges par 'dri dgos par gsungs te / don de nyid rab tu grub par byed pa'i,18
341,allo,rgyud,1
342,auto,chen,1
343,allo,po las kyang ji skad du / yo byad chung ngu,11
344,auto,dag gis kyang / / bzlas brjod byed pas dkyil 'khor bri / / zhes gsungs pa'i phyir ro / / gnod sbyin,23
345,allo,gyi tshogs zhes bya ba ni sa dang ri dang ri rab,12
346,auto,kyi ngos la gnas pa'o / / mtshan mo rgyu ba zhes bya ba ni mi ma yin pa thams cad do / / sa bla'i gdon zhes bya ba ni bar snang ba las khru gang gis spags pa yan chad na gnod sbyin gyi,46
347,allo,grong,1
348,auto,gnas pa rnams so / / klu'i bdag po zhes bya ba ni klu'i rgyal,15
349,allo,po'o / / lha zhes bya,6
350,auto,ba ni sa dang ri la gnas pa dang lha yul pa'o,12
351,allo,/ / sogs pa zhes bya bas ni 'dir ma smos pa'i gdon,13
352,auto,thams cad bsdus par rig par bya'o / / bgegs zhes bya ba ni rnam par 'jigs pa la sogs,20
353,allo,pa'o / / log 'dren zhes bya,7
354,auto,ba ni,2
355,allo,/ de,2
356,auto,dag nyid gnod,3
357,allo,par byed pa'i khyad par gyis,6
358,auto,ming gzhan no /,4
359,allo,/,1
360,auto,brtul zhugs gnas pa zhes bya ba ni,8
361,allo,rig sngags,2
362,auto,'chang 'jug pa,3
363,allo,la sogs pa'i dus su,5
364,auto,tshul khrims rnam pa gsum po dag la gnas pa'o / / glags mi lta zhes bya ba ni tshul khrims,21
365,allo,de,1
366,auto,dag,1
367,allo,la,1
368,auto,gnas pa'i phan yon gyis gong du smos pa'i gdon thams cad 'dzem nas rgol mi phod par bstan to /,21
369,allo,/ tshul khrims la brten,5
370,auto,nas zhes bya ba,4
371,allo,ni,1
372,auto,tshul khrims ni,3
373,allo,dge ba'i phyogs thams cad kyi rten yin,8
374,auto,par brjod pa'o / / chos dkar po zhes bya,10
375,allo,ba,1
376,auto,ni mos pa spyod pa'i sa la snang ba thob pa'i dus su dngos por rnam par byang ba'i phyogs skyes,21
377,allo,pa gang yin,3
378,auto,pa'o / / snying rje'i chus brlan pas ni rnam par skye / / zhes bya ba ni 'dir snying,20
379,allo,rje'i rtsa ba'i rlan gyis tshul khrims kyis gzhi la brten pa'i byang,13
380,auto,chub kyi sems kyi myu gu bskyed ces bya bar sbyar ro / / rgyal ba ngas gsungs zhes bya,20
381,allo,ba ni sangs rgyas kyis shin,6
382,auto,tu legs par phye ste bstan zhes,7
383,allo,bya ba'i don to / / so,7
384,auto,sor thar pa'i bslab pa zhes bya bas ni mya ngan las 'das pa'i,14
385,allo,grong khyer du phyin par,5
386,auto,byed ces bya ba'i tha tshig go / / tshul khrims,11
387,allo,rnam par dag pa zhes bya ba,7
388,auto,ni zag pa med pa'i rgyu yin pa'i phyir,9
389,allo,ro / / 'dul ba zhes bya ba ni gdul bya rnams srab kyis,14
390,auto,kha lo sgyur ba dang,5
391,allo,'dra ba'i don to / / ma lus zhes bya ba ni rab,13
392,auto,tu byung ba la bslab ba'i gzhi thams cad do / / sngags pa khyim pa rnams la ni gzhan te / rtags zhes bya ba skra dang kha spu breg pa dang / ngur smrig gi snam sbyar bcang ba la sogs pa dang / cho ga spang zhes bya,51
393,allo,ba yang lhung bzed bdug pa la sogs pa bya mi dgos pa bstan to / / lhag ma rnams,20
394,auto,ni nyams su blang bar,5
395,allo,bya / / zhes,4
396,auto,bya,1
397,allo,ba,1
398,auto,ni bslab pa'i gzhi bsnyen gnas dang rig sngags kyi brtul zhugs la gnas pas,15
399,allo,smad 'tshong,2
400,auto,dang,1
401,allo,gdol,1
402,auto,pa,1
403,allo,dang,1
404,auto,shan pa dang rgyal po'i pho brang du mi 'gro ba'i,11
405,allo,spyod,1
406,auto,yul,1
407,allo,phun sum,2
408,auto,tshogs pa la ni rab tu byung ba bzhin du bslab par bya ba'i don to / / de ltar sdig pa'i chos las rnam,25
409,allo,grol nas /,3
410,auto,/,1
411,allo,zhes,1
412,auto,bya ba ni sdom pa la gnas,7
413,allo,pa'i phyir ro / /,5
