Index,Word,Label_ID,Label_Name,Mode,Is_Switch,Confidence
9560,par,0,Auto,auto,NO,0.926
9561,'gyur,0,Auto,auto,NO,0.924
9562,/,0,Auto,auto,NO,0.879
9563,/,1,Allo,allo,NO,0.458
9564,zhes,1,Allo,allo,NO,0.403
9565,bya,1,Allo,allo,NO,0.543
9566,ba,1,Allo,allo,NO,0.579
9567,yang,1,Allo,allo,NO,0.562
9568,glo,1,Allo,allo,NO,0.691
9569,bur,1,Allo,allo,NO,0.692
9570,gyi,1,Allo,allo,NO,0.792
9571,dri,1,Allo,allo,NO,0.716
9572,mas,1,Allo,allo,NO,0.782
9573,nyon,1,Allo,allo,NO,0.685
9574,mongs,1,Allo,allo,NO,0.758
9575,par,1,Allo,allo,NO,0.669
9576,byas,0,Auto,auto,NO,0.505
9577,kyi,0,Auto,auto,NO,0.724
9578,gcig,0,Auto,auto,NO,0.846
9579,pa,0,Auto,auto,NO,0.852
9580,ma,0,Auto,auto,NO,0.480
9581,yin,0,Auto,auto,NO,0.760
9582,te,0,Auto,auto,NO,0.665
9583,/,0,Auto,auto,NO,0.645
9584,chu,0,Auto,auto,NO,0.909
9585,khams,0,Auto,auto,NO,0.932
9586,gser,0,Auto,auto,NO,0.909
9587,dang,1,Allo,allo,NO,0.486
9588,nam,1,Allo,allo,NO,0.441
9589,mkha',0,Auto,auto,NO,0.379
9590,rnams,1,Allo,allo,NO,0.555
9591,/,1,Allo,allo,NO,0.640
9592,/,1,Allo,allo,NO,0.787
9593,dag,1,Allo,allo,NO,0.683
9594,pa,0,Auto,auto,NO,0.646
9595,bzhin,0,Auto,auto,NO,0.713
9596,du,0,Auto,auto,NO,0.864
9597,dag,0,Auto,auto,NO,0.832
9598,par,1,Allo,allo,NO,0.433
9599,'dod,0,Auto,auto,NO,0.679
9600,/,0,Auto,auto,NO,0.554
9601,/,0,Auto,auto,NO,0.811
9602,ces,0,Auto,auto,NO,0.642
9603,ji,0,Auto,auto,NO,0.776
9604,skad,0,Auto,auto,NO,0.533
9605,bshad,0,Auto,auto,NO,0.691
9606,pa,0,Auto,auto,NO,0.795
9607,lta,0,Auto,auto,NO,0.802
9608,bu'o,0,Auto,auto,NO,0.900
9609,/,0,Auto,auto,NO,0.796
9610,/,0,Auto,auto,NO,0.904
9611,'o,0,Auto,auto,NO,0.854
9612,na,1,Allo,allo,NO,0.559
9613,sems,1,Allo,allo,NO,0.513
9614,kyi,1,Allo,allo,NO,0.575
9615,ngo,1,Allo,allo,NO,0.755
9616,bo,1,Allo,allo,NO,0.745
9617,nyid,1,Allo,allo,NO,0.773
9618,de,1,Allo,allo,NO,0.778
9619,ji,1,Allo,allo,NO,0.797
9620,lta,1,Allo,allo,NO,0.840
9621,bu,1,Allo,allo,NO,0.749
9622,zhig,1,Allo,allo,NO,0.783
9623,ce,1,Allo,allo,NO,0.704
9624,na,1,Allo,allo,NO,0.673
9625,/,2,SWITCH→Auto,auto,YES,0.394
9626,rnam,0,Auto,auto,NO,0.671
9627,par,0,Auto,auto,NO,0.805
9628,snang,0,Auto,auto,NO,0.820
9629,mdzad,0,Auto,auto,NO,0.531
9630,mngon,0,Auto,auto,NO,0.621
9631,par,0,Auto,auto,NO,0.787
9632,rdzogs,0,Auto,auto,NO,0.804
9633,par,0,Auto,auto,NO,0.479
9634,byang,1,Allo,allo,NO,0.535
9635,chub,0,Auto,auto,NO,0.801
9636,pa'i,0,Auto,auto,NO,0.773
9637,rgyud,0,Auto,auto,NO,0.885
9638,chen,0,Auto,auto,NO,0.794
9639,po,0,Auto,auto,NO,0.871
9640,las,0,Auto,auto,NO,0.908
9641,'di,0,Auto,auto,NO,0.840
9642,skad,1,Allo,allo,NO,0.556
9643,du,1,Allo,allo,NO,0.497
9644,/,1,Allo,allo,NO,0.560
9645,dngos,1,Allo,allo,NO,0.793
9646,po,1,Allo,allo,NO,0.694
9647,thams,1,Allo,allo,NO,0.738
9648,cad,1,Allo,allo,NO,0.870
9649,dang,1,Allo,allo,NO,0.874
9650,bral,1,Allo,allo,NO,0.846
9651,ba,1,Allo,allo,NO,0.862
9652,phung,1,Allo,allo,NO,0.847
9653,po,1,Allo,allo,NO,0.648
9654,dang,1,Allo,allo,NO,0.557
9655,khams,1,Allo,allo,NO,0.666
9656,dang,1,Allo,allo,NO,0.825
9657,skye,1,Allo,allo,NO,0.883
9658,mched,1,Allo,allo,NO,0.905
9659,dang,1,Allo,allo,NO,0.897
9660,/,1,Allo,allo,NO,0.916
9661,gzung,1,Allo,allo,NO,0.868
9662,ba,1,Allo,allo,NO,0.859
9663,dang,1,Allo,allo,NO,0.863
9664,'dzin,1,Allo,allo,NO,0.786
9665,pa,1,Allo,allo,NO,0.754
9666,rnam,2,SWITCH→Auto,auto,YES,0.396
9667,par,0,Auto,auto,NO,0.432
9668,spangs,0,Auto,auto,NO,0.598
9669,pa,0,Auto,auto,NO,0.620
9670,/,1,Allo,allo,NO,0.616
9671,/,1,Allo,allo,NO,0.604
9672,chos,1,Allo,allo,NO,0.593
9673,bdag,1,Allo,allo,NO,0.507
9674,med,0,Auto,auto,NO,0.538
9675,pa,1,Allo,allo,NO,0.516
9676,mnyam,0,Auto,auto,NO,0.486
9677,pa,1,Allo,allo,NO,0.598
9678,nyid,1,Allo,allo,NO,0.591
9679,kyis,1,Allo,allo,NO,0.637
9680,rang,1,Allo,allo,NO,0.796
9681,gi,1,Allo,allo,NO,0.760
9682,sems,1,Allo,allo,NO,0.885
9683,gzod,1,Allo,allo,NO,0.853
9684,ma,1,Allo,allo,NO,0.855
9685,nas,1,Allo,allo,NO,0.755
9686,ma,1,Allo,allo,NO,0.844
9687,skyes,1,Allo,allo,NO,0.872
9688,pa,1,Allo,allo,NO,0.677
9689,stong,1,Allo,allo,NO,0.650
9690,pa,1,Allo,allo,NO,0.752
9691,nyid,1,Allo,allo,NO,0.790
9692,kyi,1,Allo,allo,NO,0.836
9693,ngo,1,Allo,allo,NO,0.889
9694,bo,1,Allo,allo,NO,0.919
9695,nyid,1,Allo,allo,NO,0.919
9696,ces,1,Allo,allo,NO,0.908
9697,gsungs,1,Allo,allo,NO,0.835
9698,so,1,Allo,allo,NO,0.796
9699,/,1,Allo,allo,NO,0.745
9700,/,1,Allo,allo,NO,0.764
9701,bdag,2,SWITCH→Auto,auto,YES,0.413
9702,gi,0,Auto,auto,NO,0.565
9703,de,0,Auto,auto,NO,0.777
9704,kho,0,Auto,auto,NO,0.811
9705,na,1,Allo,allo,NO,0.598
9706,nyid,1,Allo,allo,NO,0.485
9707,kyi,0,Auto,auto,NO,0.776
9708,chos,0,Auto,auto,NO,0.582
9709,nyid,0,Auto,auto,NO,0.726
9710,de,0,Auto,auto,NO,0.594
9711,lta,0,Auto,auto,NO,0.696
9712,bu,0,Auto,auto,NO,0.851
9713,dang,0,Auto,auto,NO,0.809
9714,/,0,Auto,auto,NO,0.795
9715,lha'i,1,Allo,allo,NO,0.446
9716,chos,1,Allo,allo,NO,0.402
9717,kyi,1,Allo,allo,NO,0.506
9718,sku,1,Allo,allo,NO,0.510
9719,de,1,Allo,allo,NO,0.514
9720,bzhin,1,Allo,allo,NO,0.677
9721,nyid,1,Allo,allo,NO,0.751
9722,dang,1,Allo,allo,NO,0.780
9723,yang,1,Allo,allo,NO,0.626
9724,dbyer,1,Allo,allo,NO,0.679
9725,med,1,Allo,allo,NO,0.795
9726,do,1,Allo,allo,NO,0.768
9727,/,1,Allo,allo,NO,0.679
9728,/,0,Auto,auto,NO,0.560
9729,don,0,Auto,auto,NO,0.677
9730,de,0,Auto,auto,NO,0.907
9731,nyid,0,Auto,auto,NO,0.889
9732,'phags,0,Auto,auto,NO,0.894
9733,pa,1,Allo,allo,NO,0.414
9734,phyag,1,Allo,allo,NO,0.417
9735,na,1,Allo,allo,NO,0.459
9736,rdo,1,Allo,allo,NO,0.460
9737,rje,1,Allo,allo,NO,0.518
9738,dbang,1,Allo,allo,NO,0.622
9739,bskur,1,Allo,allo,NO,0.592
9740,ba'i,0,Auto,auto,NO,0.662
9741,rgyud,0,Auto,auto,NO,0.747
9742,chen,0,Auto,auto,NO,0.884
9743,po,0,Auto,auto,NO,0.884
9744,las,0,Auto,auto,NO,0.557
9745,'di,0,Auto,auto,NO,0.662
9746,skad,0,Auto,auto,NO,0.896
9747,du,0,Auto,auto,NO,0.658
9748,/,0,Auto,auto,NO,0.593
9749,bdag,0,Auto,auto,NO,0.813
9750,gi,0,Auto,auto,NO,0.696
9751,ngag,0,Auto,auto,NO,0.831
9752,ma,0,Auto,auto,NO,0.635
9753,gtogs,0,Auto,auto,NO,0.806
9754,par,0,Auto,auto,NO,0.800
9755,yid,0,Auto,auto,NO,0.920
9756,med,0,Auto,auto,NO,0.822
9757,/,0,Auto,auto,NO,0.924
9758,yid,0,Auto,auto,NO,0.883
9759,ma,1,Allo,allo,NO,0.400
9760,gtogs,1,Allo,allo,NO,0.437
9761,par,1,Allo,allo,NO,0.470
9762,ngag,0,Auto,auto,NO,0.553
9763,med,0,Auto,auto,NO,0.610
9764,/,0,Auto,auto,NO,0.700
9765,bdag,0,Auto,auto,NO,0.846
9766,gi,0,Auto,auto,NO,0.806
9767,yid,0,Auto,auto,NO,0.719
9768,ma,0,Auto,auto,NO,0.710
9769,gtogs,0,Auto,auto,NO,0.729
9770,par,0,Auto,auto,NO,0.875
9771,lha'i,0,Auto,auto,NO,0.776
9772,sku,0,Auto,auto,NO,0.893
9773,med,0,Auto,auto,NO,0.931
9774,de,0,Auto,auto,NO,0.766
9775,yid,0,Auto,auto,NO,0.784
9776,nyid,0,Auto,auto,NO,0.884
9777,ngag,0,Auto,auto,NO,0.780
9778,yin,0,Auto,auto,NO,0.857
9779,/,0,Auto,auto,NO,0.941
9780,ngag,0,Auto,auto,NO,0.845
9781,nyid,0,Auto,auto,NO,0.843
9782,yid,0,Auto,auto,NO,0.943
9783,yin,0,Auto,auto,NO,0.811
9784,la,0,Auto,auto,NO,0.760
9785,/,0,Auto,auto,NO,0.899
9786,lha'i,0,Auto,auto,NO,0.892
9787,gzugs,0,Auto,auto,NO,0.837
9788,nyid,0,Auto,auto,NO,0.916
9789,kyang,1,Allo,allo,NO,0.485
9790,yid,1,Allo,allo,NO,0.460
9791,yin,1,Allo,allo,NO,0.494
9792,la,1,Allo,allo,NO,0.694
9793,/,0,Auto,auto,NO,0.614
9794,ngag,0,Auto,auto,NO,0.679
9795,nyid,0,Auto,auto,NO,0.831
9796,kyang,0,Auto,auto,NO,0.835
9797,lha'i,0,Auto,auto,NO,0.632
9798,gzugs,0,Auto,auto,NO,0.709
9799,yin,0,Auto,auto,NO,0.852
9800,no,0,Auto,auto,NO,0.694
9801,zhes,0,Auto,auto,NO,0.890
9802,rgya,1,Allo,allo,NO,0.530
9803,cher,1,Allo,allo,NO,0.470
9804,gsungs,1,Allo,allo,NO,0.585
9805,so,1,Allo,allo,NO,0.761
9806,/,1,Allo,allo,NO,0.852
9807,/,1,Allo,allo,NO,0.870
9808,de,1,Allo,allo,NO,0.796
9809,ltar,1,Allo,allo,NO,0.749
9810,de,1,Allo,allo,NO,0.779
9811,kho,1,Allo,allo,NO,0.629
9812,na,1,Allo,allo,NO,0.660
9813,nyid,2,SWITCH→Auto,auto,YES,0.410
9814,kyi,0,Auto,auto,NO,0.556
9815,don,0,Auto,auto,NO,0.752
9816,la,0,Auto,auto,NO,0.710
9817,dmigs,0,Auto,auto,NO,0.479
9818,pa'i,0,Auto,auto,NO,0.364
9819,ting,0,Auto,auto,NO,0.659
9820,nge,0,Auto,auto,NO,0.637
9821,'dzin,0,Auto,auto,NO,0.699
9822,'di,0,Auto,auto,NO,0.627
9823,nges,0,Auto,auto,NO,0.882
9824,par,0,Auto,auto,NO,0.689
9825,bsgoms,0,Auto,auto,NO,0.710
9826,pa'i,0,Auto,auto,NO,0.892
9827,don,0,Auto,auto,NO,0.799
9828,ni,0,Auto,auto,NO,0.548
9829,'phags,0,Auto,auto,NO,0.905
9830,pa,0,Auto,auto,NO,0.888
9831,rdo,0,Auto,auto,NO,0.808
9832,rje'i,0,Auto,auto,NO,0.885
9833,gtsug,0,Auto,auto,NO,0.774
9834,tor,0,Auto,auto,NO,0.858
9835,rgyud,0,Auto,auto,NO,0.923
9836,phyi,0,Auto,auto,NO,0.820
9837,ma,0,Auto,auto,NO,0.889
9838,bsam,0,Auto,auto,NO,0.695
9839,gtan,0,Auto,auto,NO,0.895
9840,gyi,1,Allo,allo,NO,0.424
9841,le'u,1,Allo,allo,NO,0.369
9842,las,1,Allo,allo,NO,0.479
9843,'di,0,Auto,auto,NO,0.524
9844,skad,0,Auto,auto,NO,0.446
9845,du,0,Auto,auto,NO,0.635
9846,/,1,Allo,allo,NO,0.482
9847,mi,0,Auto,auto,NO,0.528
9848,'byed,0,Auto,auto,NO,0.563
9849,'byed,0,Auto,auto,NO,0.649
9850,pa,0,Auto,auto,NO,0.813
9851,rnam,0,Auto,auto,NO,0.772
9852,par,0,Auto,auto,NO,0.553
9853,spangs,0,Auto,auto,NO,0.642
9854,/,0,Auto,auto,NO,0.844
9855,/,0,Auto,auto,NO,0.735
9856,phra,0,Auto,auto,NO,0.831
9857,ba,0,Auto,auto,NO,0.635
9858,mi,0,Auto,auto,NO,0.468
9859,g.yo,0,Auto,auto,NO,0.551
9860,gsal,0,Auto,auto,NO,0.739
9861,ba,0,Auto,auto,NO,0.453
9862,ste,0,Auto,auto,NO,0.537
9863,/,0,Auto,auto,NO,0.604
9864,/,0,Auto,auto,NO,0.780
9865,blo,0,Auto,auto,NO,0.699
9866,yi,0,Auto,auto,NO,0.453
9867,spyod,1,Allo,allo,NO,0.458
9868,pa,1,Allo,allo,NO,0.443
9869,mdun,1,Allo,allo,NO,0.619
9870,na,1,Allo,allo,NO,0.628
9871,gnas,1,Allo,allo,NO,0.752
9872,/,1,Allo,allo,NO,0.652
9873,/,1,Allo,allo,NO,0.754
9874,zhes,1,Allo,allo,NO,0.692
9875,gsungs,1,Allo,allo,NO,0.764
9876,pa,1,Allo,allo,NO,0.652
9877,ste,1,Allo,allo,NO,0.591
9878,/,1,Allo,allo,NO,0.655
9879,de,1,Allo,allo,NO,0.684
9880,ltar,1,Allo,allo,NO,0.779
9881,ci,1,Allo,allo,NO,0.842
9882,nus,0,Auto,auto,NO,0.456
9883,su,0,Auto,auto,NO,0.502
9884,bsgom,0,Auto,auto,NO,0.638
9885,zhing,0,Auto,auto,NO,0.510
9886,goms,1,Allo,allo,NO,0.723
9887,par,1,Allo,allo,NO,0.680
9888,byed,0,Auto,auto,NO,0.756
9889,pa,0,Auto,auto,NO,0.918
9890,ni,0,Auto,auto,NO,0.508
9891,sgrub,0,Auto,auto,NO,0.513
9892,pa,0,Auto,auto,NO,0.582
9893,po,0,Auto,auto,NO,0.778
9894,de,0,Auto,auto,NO,0.718
9895,kho,0,Auto,auto,NO,0.812
9896,na,0,Auto,auto,NO,0.695
9897,nyid,0,Auto,auto,NO,0.759
9898,kyi,0,Auto,auto,NO,0.737
9899,don,0,Auto,auto,NO,0.755
9900,la,0,Auto,auto,NO,0.881
9901,dmigs,0,Auto,auto,NO,0.877
9902,pa,0,Auto,auto,NO,0.767
9903,zhes,0,Auto,auto,NO,0.819
9904,bya'o,0,Auto,auto,NO,0.923
9905,/,0,Auto,auto,NO,0.873
9906,/,0,Auto,auto,NO,0.904
9907,gzhan,0,Auto,auto,NO,0.824
9908,ni,0,Auto,auto,NO,0.742
9909,go,0,Auto,auto,NO,0.788
9910,bar,0,Auto,auto,NO,0.893
9911,zad,0,Auto,auto,NO,0.729
9912,do,0,Auto,auto,NO,0.809
9913,/,0,Auto,auto,NO,0.848
9914,/,0,Auto,auto,NO,0.931
9915,'dug,0,Auto,auto,NO,0.891
9916,nas,0,Auto,auto,NO,0.869
9917,zhes,0,Auto,auto,NO,0.703
9918,bya,0,Auto,auto,NO,0.524
9919,ba,0,Auto,auto,NO,0.763
9920,ni,0,Auto,auto,NO,0.715
9921,rab,0,Auto,auto,NO,0.752
9922,tu,0,Auto,auto,NO,0.720
9923,grub,0,Auto,auto,NO,0.727
9924,par,0,Auto,auto,NO,0.780
9925,byed,0,Auto,auto,NO,0.640
9926,pa'i,0,Auto,auto,NO,0.749
9927,rgyud,0,Auto,auto,NO,0.440
9928,chen,0,Auto,auto,NO,0.441
9929,po,0,Auto,auto,NO,0.460
9930,las,0,Auto,auto,NO,0.502
9931,/,1,Allo,allo,NO,0.480
9932,ji,0,Auto,auto,NO,0.706
9933,skad,0,Auto,auto,NO,0.768
9934,du,0,Auto,auto,NO,0.881
9935,/,0,Auto,auto,NO,0.884
9936,skyil,0,Auto,auto,NO,0.775
9937,mo,0,Auto,auto,NO,0.774
9938,bkra,0,Auto,auto,NO,0.935
9939,shis,0,Auto,auto,NO,0.811
9940,bzang,0,Auto,auto,NO,0.860
9941,mo,0,Auto,auto,NO,0.917
9942,ste,0,Auto,auto,NO,0.856
9943,/,0,Auto,auto,NO,0.941
9944,de,0,Auto,auto,NO,0.910
9945,dag,0,Auto,auto,NO,0.952
9946,'dug,0,Auto,auto,NO,0.945
9947,pa,0,Auto,auto,NO,0.929
9948,gsum,0,Auto,auto,NO,0.435
9949,yin,0,Auto,auto,NO,0.430
9950,no,1,Allo,allo,NO,0.426
9951,/,0,Auto,auto,NO,0.530
9952,/,0,Auto,auto,NO,0.578
9953,zhes,1,Allo,allo,NO,0.530
9954,gsungs,0,Auto,auto,NO,0.750
9955,pa,0,Auto,auto,NO,0.794
9956,nyid,0,Auto,auto,NO,0.908
9957,blta,0,Auto,auto,NO,0.909
9958,bar,0,Auto,auto,NO,0.747
9959,bya'o,0,Auto,auto,NO,0.880
9960,/,0,Auto,auto,NO,0.824
9961,/,0,Auto,auto,NO,0.849
9962,dbang,0,Auto,auto,NO,0.941
9963,po,0,Auto,auto,NO,0.865
9964,yang,0,Auto,auto,NO,0.920
9965,dag,0,Auto,auto,NO,0.926
9966,bsdam,0,Auto,auto,NO,0.883
9967,pa,0,Auto,auto,NO,0.458
9968,zhes,0,Auto,auto,NO,0.427
9969,bya,1,Allo,allo,NO,0.379
9970,ba,0,Auto,auto,NO,0.447
9971,ni,1,Allo,allo,NO,0.467
9972,ngo,1,Allo,allo,NO,0.442
9973,bo,1,Allo,allo,NO,0.446
9974,nyid,1,Allo,allo,NO,0.517
9975,kyis,0,Auto,auto,NO,0.524
9976,g.yengs,1,Allo,allo,NO,0.565
9977,pa,1,Allo,allo,NO,0.581
9978,la,1,Allo,allo,NO,0.539
9979,sogs,1,Allo,allo,NO,0.573
9980,te,0,Auto,auto,NO,0.557
9981,/,0,Auto,auto,NO,0.667
9982,rnam,0,Auto,auto,NO,0.872
9983,par,0,Auto,auto,NO,0.827
9984,g.yeng,0,Auto,auto,NO,0.803
9985,ba,0,Auto,auto,NO,0.852
9986,drug,0,Auto,auto,NO,0.878
9987,las,0,Auto,auto,NO,0.738
9988,slar,0,Auto,auto,NO,0.879
9989,glan,0,Auto,auto,NO,0.948
9990,par,0,Auto,auto,NO,0.749
9991,dgongs,0,Auto,auto,NO,0.906
9992,pa'o,0,Auto,auto,NO,0.909
9993,/,0,Auto,auto,NO,0.925
9994,/,0,Auto,auto,NO,0.734
9995,lus,0,Auto,auto,NO,0.939
9996,kyang,0,Auto,auto,NO,0.916
9997,drang,0,Auto,auto,NO,0.927
9998,zhing,0,Auto,auto,NO,0.816
9999,zhes,0,Auto,auto,NO,0.930
10000,bya,0,Auto,auto,NO,0.946
10001,ba,0,Auto,auto,NO,0.933
10002,ni,0,Auto,auto,NO,0.451
10003,sgal,0,Auto,auto,NO,0.455
10004,tshigs,0,Auto,auto,NO,0.375
10005,bsrang,0,Auto,auto,NO,0.554
10006,ba'i,0,Auto,auto,NO,0.581
10007,don,0,Auto,auto,NO,0.563
10008,to,0,Auto,auto,NO,0.731
10009,/,0,Auto,auto,NO,0.837
10010,/,0,Auto,auto,NO,0.915
10011,brtan,0,Auto,auto,NO,0.923
10012,pa,0,Auto,auto,NO,0.621
10013,zhes,0,Auto,auto,NO,0.637
10014,bya,0,Auto,auto,NO,0.754
10015,ba,0,Auto,auto,NO,0.853
10016,ni,0,Auto,auto,NO,0.793
10017,dang,0,Auto,auto,NO,0.842
10018,po,0,Auto,auto,NO,0.832
10019,las,0,Auto,auto,NO,0.921
10020,phyis,0,Auto,auto,NO,0.924
10021,mi,0,Auto,auto,NO,0.930
10022,bskyod,0,Auto,auto,NO,0.455
10023,pa'i,0,Auto,auto,NO,0.456
10024,tha,0,Auto,auto,NO,0.481
10025,tshig,0,Auto,auto,NO,0.513
10026,go,1,Allo,allo,NO,0.507
10027,/,1,Allo,allo,NO,0.666
10028,/,1,Allo,allo,NO,0.489
10029,phyis,1,Allo,allo,NO,0.642
10030,ni,0,Auto,auto,NO,0.538
10031,zhes,1,Allo,allo,NO,0.522
10032,bya,1,Allo,allo,NO,0.542
10033,ba,1,Allo,allo,NO,0.497
10034,ni,1,Allo,allo,NO,0.538
10035,lus,0,Auto,auto,NO,0.540
10036,brtan,0,Auto,auto,NO,0.704
10037,por,0,Auto,auto,NO,0.844
10038,bzhag,0,Auto,auto,NO,0.863
10039,nas,0,Auto,auto,NO,0.807
10040,de'i,0,Auto,auto,NO,0.848
10041,'og,0,Auto,auto,NO,0.941
10042,tu,0,Auto,auto,NO,0.859
10043,bzlas,0,Auto,auto,NO,0.889
10044,brjod,0,Auto,auto,NO,0.853
10045,brtsam,0,Auto,auto,NO,0.849
10046,par,0,Auto,auto,NO,0.953
10047,bstan,0,Auto,auto,NO,0.957
10048,to,0,Auto,auto,NO,0.915
10049,/,0,Auto,auto,NO,0.925
10050,/,0,Auto,auto,NO,0.940
10051,ma,0,Auto,auto,NO,0.794
10052,mchu,0,Auto,auto,NO,0.921
10053,shin,0,Auto,auto,NO,0.848
10054,tu,0,Auto,auto,NO,0.923
10055,mdzes,0,Auto,auto,NO,0.932
10056,par,0,Auto,auto,NO,0.927
10057,yang,0,Auto,auto,NO,0.474
10058,bsgul,0,Auto,auto,NO,0.451
10059,zhing,0,Auto,auto,NO,0.496
10060,/,0,Auto,auto,NO,0.517
10061,/,0,Auto,auto,NO,0.570
10062,zhes,0,Auto,auto,NO,0.577
10063,bya,0,Auto,auto,NO,0.710
10064,ba,0,Auto,auto,NO,0.755
10065,ni,0,Auto,auto,NO,0.882
10066,shub,0,Auto,auto,NO,0.881
10067,bur,0,Auto,auto,NO,0.678
10068,bzlas,0,Auto,auto,NO,0.620
10069,brjod,0,Auto,auto,NO,0.870
10070,bya,0,Auto,auto,NO,0.704
10071,ba'i,0,Auto,auto,NO,0.755
10072,don,0,Auto,auto,NO,0.894
10073,to,0,Auto,auto,NO,0.913
10074,/,0,Auto,auto,NO,0.879
10075,/,0,Auto,auto,NO,0.906
10076,gsang,0,Auto,auto,NO,0.953
10077,sngags,0,Auto,auto,NO,0.871
10078,ci,0,Auto,auto,NO,0.926
10079,dgar,0,Auto,auto,NO,0.868
10080,bzlas,0,Auto,auto,NO,0.811
10081,brjod,0,Auto,auto,NO,0.821
10082,bya,0,Auto,auto,NO,0.855
10083,/,0,Auto,auto,NO,0.934
10084,/,0,Auto,auto,NO,0.933
10085,zhes,0,Auto,auto,NO,0.959
10086,bya,0,Auto,auto,NO,0.960
10087,ba,0,Auto,auto,NO,0.978
10088,ni,0,Auto,auto,NO,0.926
10089,bzlas,0,Auto,auto,NO,0.952
10090,brjod,0,Auto,auto,NO,0.966
10091,kyi,0,Auto,auto,NO,0.927
10092,yan,0,Auto,auto,NO,0.902
10093,lag,0,Auto,auto,NO,0.949
10094,bzhi,0,Auto,auto,NO,0.938
10095,la,0,Auto,auto,NO,0.925
10096,sogs,0,Auto,auto,NO,0.924
10097,pa,0,Auto,auto,NO,0.429
10098,gang,0,Auto,auto,NO,0.372
10099,las,0,Auto,auto,NO,0.392
10100,goms,1,Allo,allo,NO,0.411
10101,ba'i,0,Auto,auto,NO,0.484
10102,tshul,1,Allo,allo,NO,0.511
10103,du,1,Allo,allo,NO,0.501
10104,bzlas,1,Allo,allo,NO,0.526
10105,pa'i,1,Allo,allo,NO,0.563
10106,tha,0,Auto,auto,NO,0.691
10107,tshig,0,Auto,auto,NO,0.742
10108,go,0,Auto,auto,NO,0.898
10109,/,0,Auto,auto,NO,0.918
10110,/,0,Auto,auto,NO,0.820
10111,sems,0,Auto,auto,NO,0.781
10112,ni,0,Auto,auto,NO,0.942
10113,glog,1,Allo,allo,NO,0.388
10114,dang,1,Allo,allo,NO,0.387
10115,'dra,1,Allo,allo,NO,0.604
10116,zhes,1,Allo,allo,NO,0.621
10117,bya,1,Allo,allo,NO,0.624
10118,ba,1,Allo,allo,NO,0.753
10119,ni,1,Allo,allo,NO,0.631
10120,byung,1,Allo,allo,NO,0.626
10121,ma,1,Allo,allo,NO,0.709
10122,thag,1,Allo,allo,NO,0.739
10123,tu,1,Allo,allo,NO,0.690
10124,'gag,1,Allo,allo,NO,0.579
10125,pa'i,1,Allo,allo,NO,0.558
10126,mtshan,0,Auto,auto,NO,0.510
10127,nyid,0,Auto,auto,NO,0.705
10128,du,0,Auto,auto,NO,0.854
10129,bstan,0,Auto,auto,NO,0.884
10130,to,0,Auto,auto,NO,0.794
10131,/,0,Auto,auto,NO,0.726
10132,/,0,Auto,auto,NO,0.931
10133,spre'u,0,Auto,auto,NO,0.822
10134,dang,0,Auto,auto,NO,0.787
10135,'dra,0,Auto,auto,NO,0.888
10136,zhes,0,Auto,auto,NO,0.698
10137,bya,0,Auto,auto,NO,0.910
10138,ba,0,Auto,auto,NO,0.946
10139,ni,0,Auto,auto,NO,0.949
10140,yul,0,Auto,auto,NO,0.414
10141,kun,0,Auto,auto,NO,0.428
10142,du,0,Auto,auto,NO,0.482
10143,'jug,1,Allo,allo,NO,0.546
10144,pa'i,0,Auto,auto,NO,0.530
10145,don,0,Auto,auto,NO,0.531
10146,to,0,Auto,auto,NO,0.761
10147,/,0,Auto,auto,NO,0.803
10148,/,0,Auto,auto,NO,0.909
10149,rlung,0,Auto,auto,NO,0.923
10150,dang,0,Auto,auto,NO,0.733
10151,mtshungs,0,Auto,auto,NO,0.731
10152,zhes,0,Auto,auto,NO,0.855
10153,bya,0,Auto,auto,NO,0.797
10154,ba,0,Auto,auto,NO,0.931
10155,ni,0,Auto,auto,NO,0.958
10156,ring,0,Auto,auto,NO,0.931
10157,du,0,Auto,auto,NO,0.480
10158,'gro,0,Auto,auto,NO,0.466
10159,zhing,0,Auto,auto,NO,0.391
10160,gzung,0,Auto,auto,NO,0.460
10161,rgyu,0,Auto,auto,NO,0.460
10162,med,1,Allo,allo,NO,0.537
10163,par,1,Allo,allo,NO,0.532
10164,rgyu,0,Auto,auto,NO,0.672
10165,ba'o,0,Auto,auto,NO,0.757
10166,/,0,Auto,auto,NO,0.893
10167,/,0,Auto,auto,NO,0.899
10168,rgya,0,Auto,auto,NO,0.920
10169,mtsho,0,Auto,auto,NO,0.808
10170,chen,0,Auto,auto,NO,0.872
10171,po,0,Auto,auto,NO,0.935
10172,yi,0,Auto,auto,NO,0.945
10173,ni,0,Auto,auto,NO,0.970
10174,rlabs,0,Auto,auto,NO,0.811
10175,dang,0,Auto,auto,NO,0.776
10176,'dra,0,Auto,auto,NO,0.850
10177,/,0,Auto,auto,NO,0.944
10178,/,0,Auto,auto,NO,0.939
10179,zhes,0,Auto,auto,NO,0.756
10180,bya,0,Auto,auto,NO,0.440
10181,ba,0,Auto,auto,NO,0.817
10182,ni,0,Auto,auto,NO,0.944
10183,/,0,Auto,auto,NO,0.762
10184,ji,0,Auto,auto,NO,0.834
10185,ltar,0,Auto,auto,NO,0.869
10186,rgya,0,Auto,auto,NO,0.939
